Params,item,desc,UOS,Pack_Description,Hierarchy1,Hierarchy2,Hierarchy3,UOP,sSell1,sSell2,sSell3,sSell4,sSell5,pack1,pack2,pack3,pack4,pack5,EAN
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20632,JUICY KIT 10K STRAWBERRY WATERMELON,1,5,19 ECIG/VAPE,,,1,22.49,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20633,JUICY KIT 10K BLUE RAZZ CHERRY,1,5,19 ECIG/VAPE,,,1,22.49,0,0,0,0,1,0,0,0,0,6.97611E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20634,JUICY KIT 10K CHERRY COLA,1,5,19 ECIG/VAPE,,,1,22.49,0,0,0,0,1,0,0,0,0,6.97611E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20635,JUICY KIT 10K BLUE RAZZ GB,1,5,19 ECIG/VAPE,,,1,22.49,0,0,0,0,1,0,0,0,0,6.97611E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20636,JUICY KIT 10K BLUE RAZZ LEMONADE,1,5,19 ECIG/VAPE,,,1,22.49,0,0,0,0,1,0,0,0,0,6.97611E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20637,JUICY KIT 10K MR BLUE,1,5,19 ECIG/VAPE,,,1,22.49,0,0,0,0,1,0,0,0,0,6.97611E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20638,JUICY KIT 10K LEMON LIME,1,5,19 ECIG/VAPE,,,1,22.49,0,0,0,0,1,0,0,0,0,6.97611E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20639,JUICY KIT 10K BLUE SOUR RASP,1,5,19 ECIG/VAPE,,,1,22.49,0,0,0,0,1,0,0,0,0,6.97611E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20640,JUICY KIT 10K JUICY PEACH,1,5,19 ECIG/VAPE,,,1,22.49,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20641,JUICY KIT10K STRAW RASP CHERRY ICE,1,5,19 ECIG/VAPE,,,1,22.49,0,0,0,0,1,0,0,0,0,6.97611E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20642,JUICY KIT 10K STRAWBERRY BURST,1,5,19 ECIG/VAPE,,,1,22.49,0,0,0,0,1,0,0,0,0,6.97611E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20643,JUICY KIT 10K STRAWBERRY GRAPE BG,1,5,19 ECIG/VAPE,,,1,22.49,0,0,0,0,1,0,0,0,0,6.97611E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20644,JUICY KIT 10K CHERRY ICE,1,5,19 ECIG/VAPE,,,1,22.49,0,0,0,0,1,0,0,0,0,6.97611E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20645,JUICY KIT 10K SOUR TROPICAL MIX,1,5,19 ECIG/VAPE,,,1,22.49,0,0,0,0,1,0,0,0,0,6.97611E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20646,JUICY KIT 10K P.APPLE SODA LEMON,1,5,19 ECIG/VAPE,,,1,22.49,0,0,0,0,1,0,0,0,0,6.97611E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20647,JUICY POD 10K BLUE RAZZ LEMON,1,5,19 ECIG/VAPE,,,1,22.99,0,0,0,0,1,0,0,0,0,6.97611E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20648,JUICY POD 10K STRAWB BURST,1,5,19 ECIG/VAPE,,,1,22.99,0,0,0,0,1,0,0,0,0,6.97611E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20649,JUICY POD 10K MR BLUE,1,5,19 ECIG/VAPE,,,1,22.99,0,0,0,0,1,0,0,0,0,6.97611E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20650,JUICY POD 10K LEMON LIME,1,5,19 ECIG/VAPE,,,1,22.99,0,0,0,0,1,0,0,0,0,6.97611E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20651,JUICY POD 10K BLUE SOUR RASP,1,5,19 ECIG/VAPE,,,1,22.99,0,0,0,0,1,0,0,0,0,6.97611E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20652,JUICY POD 10K CHERRY ICE,1,5,19 ECIG/VAPE,,,1,22.99,0,0,0,0,1,0,0,0,0,6.97611E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20675,JUICY POD FREE,1,1,19 ECIG/VAPE,,,1,0.1,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20676,JUICY GIFT BOX FREE,1,1,19 ECIG/VAPE,,,1,0.1,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20712,ELUX POD SUMMER DREAM,1,5,19 ECIG/VAPE,,,1,16.49,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20713,ELUX POD STRAW KIWI,1,5,19 ECIG/VAPE,,,1,16.49,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20714,ELUX POD MENTHOL,1,5,19 ECIG/VAPE,,,1,16.49,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20715,ELUX POD LEMON&LIME,1,5,19 ECIG/VAPE,,,1,16.49,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20716,ELUX POD RAINBOW,1,5,19 ECIG/VAPE,,,1,16.49,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20717,ELUX POD BLUEBERRY RASP,1,5,19 ECIG/VAPE,,,1,16.49,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20718,ELUX POD STRAW RASP CHERRY,1,5,19 ECIG/VAPE,,,1,16.49,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20719,ELUX POD BANANA ICE,1,5,19 ECIG/VAPE,,,1,16.49,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20720,ELUX POD CHERRY ICE,1,5,19 ECIG/VAPE,,,1,16.49,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20721,ELUX POD FIZZY CHERRY,1,5,19 ECIG/VAPE,,,1,16.49,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20764,JUICY POD 10K STRAW RASP CHERRY ICE,1,10,19 ECIG/VAPE,,,1,22.99,0,0,0,0,1,0,0,0,0,6.97611E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20765,JUICY POD 10K CHERRY COLA,1,10,19 ECIG/VAPE,,,1,22.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20766,JUICY POD 10K SOUR TROPICAL MIX,1,10,19 ECIG/VAPE,,,1,22.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20767,SKE POD 600 FIZZY CHERRY,1,10,19 ECIG/VAPE,,,1,12.49,0,0,0,0,1,0,0,0,0,6.94242E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20768,SKE POD 600 BERRY ICE,1,10,19 ECIG/VAPE,,,1,12.49,0,0,0,0,1,0,0,0,0,6.94242E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20769,SKE POD 600 BLUEBERRY CHERRY CRANBERRY,1,10,19 ECIG/VAPE,,,1,12.49,0,0,0,0,1,0,0,0,0,6.94242E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20770,SKE POD 600 FRUIT MEDLEY,1,10,19 ECIG/VAPE,,,1,12.49,0,0,0,0,1,0,0,0,0,6.94242E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20771,SKE POD 600 STRAWBERRY BURST,1,10,19 ECIG/VAPE,,,1,12.49,0,0,0,0,1,0,0,0,0,6.94242E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20772,SKE POD 600 CHERRY ICE,1,10,19 ECIG/VAPE,,,1,12.49,0,0,0,0,1,0,0,0,0,6.94242E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20773,SKE POD 600 WATERMELON ICE,1,10,19 ECIG/VAPE,,,1,12.49,0,0,0,0,1,0,0,0,0,6.94242E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20789,SKE KIT 600 PINEAPPLE ICE,1,20MG,19 ECIG/VAPE,,,1,20.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20790,HYOLA 30K BLUE EDITION,1,5,19 ECIG/VAPE,,,1,26.99,0,0,0,0,1,0,0,0,0,1.50611E+13
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20791,HYOLA 30K RED EDITION,1,5,19 ECIG/VAPE,,,1,26.99,0,0,0,0,1,0,0,0,0,1.50611E+13
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20792,HYOLA 30K YELLOW EDITION,1,5,19 ECIG/VAPE,,,1,26.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20793,HYOLA 30K PURPLE EDITION,1,5,19 ECIG/VAPE,,,1,26.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20794,HYOLA 30K GUMMY EDITION,1,5,19 ECIG/VAPE,,,1,26.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20795,HYOLA 30K BLUE RAZZ EDITION,1,5,19 ECIG/VAPE,,,1,26.99,0,0,0,0,1,0,0,0,0,1.50611E+13
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20796,HYOLA 30K BLACKBERRY EDITION,1,5,19 ECIG/VAPE,,,1,26.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20797,HYOLA 30K TROPICAL EDITION,1,5,19 ECIG/VAPE,,,1,26.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20798,HYOLA 8K BANANA ICE,1,5,19 ECIG/VAPE,,,1,22.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20799,HYOLA 30K BERRY EDITION,1,5,19 ECIG/VAPE,,,1,26.99,0,0,0,0,1,0,0,0,0,1.50611E+13
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20800,HYOLA 30K PINEAPPLE EDITION,1,5,19 ECIG/VAPE,,,1,26.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20801,HYOLA 30K LEMONADE EDITION,1,5,19 ECIG/VAPE,,,1,26.99,0,0,0,0,1,0,0,0,0,1.50611E+13
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20802,HYOLA 30K WATERMELON EDITION,1,5,19 ECIG/VAPE,,,1,26.99,0,0,0,0,1,0,0,0,0,1.50611E+13
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20803,HYOLA 30K STRAWBERRY EDITION,1,5,19 ECIG/VAPE,,,1,26.99,0,0,0,0,1,0,0,0,0,1.50611E+13
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20804,HYOLA 30K RASPBERRY EDITION,1,5,19 ECIG/VAPE,,,1,26.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20805,HYOLA 30K CHERRY EDITION,1,5,19 ECIG/VAPE,,,1,26.99,0,0,0,0,1,0,0,0,0,1.50611E+13
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20806,HYOLA 30K LIME EDITION,1,5,19 ECIG/VAPE,,,1,26.99,0,0,0,0,1,0,0,0,0,1.50611E+13
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20807,HYOLA 30K MINT EDITION,1,5,19 ECIG/VAPE,,,1,26.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20808,HYOLA 30K JUICY EDITION,1,5,19 ECIG/VAPE,,,1,26.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20811,CP 10K POD CHERRY BERRY,1,5,19 ECIG/VAPE,,,1,12.99,0,0,0,0,1,0,0,0,0,6.97591E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20812,CP 10K POD BANANA ICE,1,5,19 ECIG/VAPE,,,1,12.99,0,0,0,0,1,0,0,0,0,6.97591E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20813,CP 10K POD LEMON&LIME,1,5,19 ECIG/VAPE,,,1,12.99,0,0,0,0,1,0,0,0,0,6.97591E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20814,CP 10K POD BLUE RAZZ GB,1,5,19 ECIG/VAPE,,,1,12.99,0,0,0,0,1,0,0,0,0,6.97591E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20815,CP 10K POD HUBBA BUBBA,1,5,19 ECIG/VAPE,,,1,12.99,0,0,0,0,1,0,0,0,0,
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20816,CP 10K POD STRAW RASP ICE,1,5,19 ECIG/VAPE,,,1,12.99,0,0,0,0,1,0,0,0,0,6.97591E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20817,CP 10K POD DOUBLE APPLE,1,5,19 ECIG/VAPE,,,1,12.99,0,0,0,0,1,0,0,0,0,6.97591E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20818,CP 10K POD CHERRY ICE,1,5,19 ECIG/VAPE,,,1,12.99,0,0,0,0,1,0,0,0,0,6.97591E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20819,CP 10K POD FRUIT BOMB,1,5,19 ECIG/VAPE,,,1,12.99,0,0,0,0,1,0,0,0,0,6.97591E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20820,CP 10K POD JUICY PEACH,1,5,19 ECIG/VAPE,,,1,12.99,0,0,0,0,1,0,0,0,0,6.97591E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20821,CP 10K POD BLUE SOUR RASP,1,5,19 ECIG/VAPE,,,1,12.99,0,0,0,0,1,0,0,0,0,6.97591E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20822,CP 10K POD MR BLUE,1,5,19 ECIG/VAPE,,,1,12.99,0,0,0,0,1,0,0,0,0,6.97591E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20823,CP 10K POD FRESH MINT,1,5,19 ECIG/VAPE,,,1,12.99,0,0,0,0,1,0,0,0,0,6.97591E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20824,CP 10K POD CP SPECIAL,1,5,19 ECIG/VAPE,,,1,12.99,0,0,0,0,1,0,0,0,0,6.97591E+12
"Branch: 1, Display Cost: Y,From Hierarchy1: 19,To Hierarchy1: 19,From Hierarchy2: ,To Hierarchy2: ZZZZZZZZZZ,From Hierarchy3: ,To Hierarchy3: ZZZZZZZZZZ",20825,CP 10K POD JUICY RASP,1,5,19 ECIG/VAPE,,,1,12.99,0,0,0,0,1,0,0,0,0,6.97591E+12
